spkid,full_name,pdes,orbit_id,pha,min_orbit_intersection_dist,epoch,eccentricity,semi_major_axis,perihelion_dist,inclination,mean_anomaly,time_of_perihelion_passage,abs_magnitude
3177193,2004_EL20,2004 EL20,JPL 7,0,2.44,2461000.5,0.2686,0.8146,0.596,7.6,32.88,2460975.97,26.7
3177197,2004_ER21,2004 ER21,JPL 13,0,15.4,2461000.5,0.171,0.899,0.745,7.95,347.79,2461011.06,24.4
3177200,2004_ET21,2004 ET21,JPL 13,0,107.0,2461000.5,0.324,1.633,1.104,41.61,221.5,2461293.61,20.77
3177201,2004_EU22,2004 EU22,JPL 30,0,3.06,2461000.5,0.1631,1.176,0.985,5.34,26.23,2460966.54,23.92
3177191,2004_FA,2004 FA,JPL 19,0,7.43,2461000.5,0.5921,2.124,0.866,9.1,347.0,2461041.33,23.2
3177198,2004_FD,2004 FD,JPL 12,0,6.13,2461000.5,0.6743,1.302,0.424,1.02,257.81,2461154.5,23.02
3177199,2004_FE,2004 FE,JPL 18,0,72.9,2461000.5,0.508,2.349,1.156,12.04,5.96,2460978.73,21.85
3177202,2004_FH,2004 FH,JPL 28,0,0.188,2461000.5,0.2889,0.8193,0.583,0.05,333.74,2461020.26,26.41
3177204,2004_FW1,2004 FW1,JPL 31,1,18.5,2461000.5,0.7171,1.611,0.456,10.16,189.06,2461355.14,21.01
3177205,2004_FX1,2004 FX1,JPL 7,0,7.1,2453083.5,0.2664,1.131,0.83,17.7,58.11,2453012.54,25.3
3177206,2004_FY1,2004 FY1,JPL 7,0,0.159,2453083.5,0.5881,1.953,0.805,8.98,344.6,2453126.14,26.3
3177208,2004_FK2,2004 FK2,JPL 18,0,14.3,2461000.5,0.2302,1.331,1.024,11.43,23.09,2460964.53,24.34
3177210,2004_FY3,2004 FY3,JPL 9,0,2.01,2453087.5,0.5564,1.978,0.877,5.42,14.54,2453046.47,25.4
3177211,2004_FD4,2004 FD4,JPL 14,0,158.0,2461000.5,0.3248,1.891,1.277,23.41,90.33,2460762.22,21.1
3177212,2004_FE4,2004 FE4,JPL 11,0,29.6,2453088.5,0.2347,1.39,1.064,15.75,351.16,2453103.2,23.3
3177213,2004_FM4,2004 FM4,JPL 9,0,4.26,2453087.5,0.5926,2.022,0.824,2.68,16.7,2453038.78,25.1
3177214,2004_FP4,2004 FP4,JPL 21,0,18.0,2461000.5,0.4717,1.996,1.054,2.12,230.82,2461370.07,23.1
3177216,2004_FA5,2004 FA5,JPL 10,0,9.56,2453087.5,0.2993,1.306,0.915,15.01,329.71,2453133.39,24.5
3177218,2004_FK5,2004 FK5,JPL 9,0,5.37,2453087.5,0.5518,2.25,1.008,5.53,1.56,2453082.16,26.8
3177219,2004_FZ5,2004 FZ5,JPL 34,0,139.0,2461000.5,0.4035,2.158,1.287,23.34,282.77,2461248.95,20.21
3177220,2004_FN8,2004 FN8,JPL 14,0,3.39,2461000.5,0.1445,1.168,1.0,5.26,64.87,2460917.37,27.1
3177223,2004_FJ11,2004 FJ11,JPL 35,1,8.12,2461000.5,0.5618,2.248,0.985,2.39,129.53,2460557.51,21.03
3177224,2004_FY15,2004 FY15,JPL 9,0,0.291,2461000.5,0.4799,1.854,0.964,3.49,198.16,2461415.06,26.1
3177225,2004_FB16,2004 FB16,JPL 10,0,20.2,2453091.5,0.414,1.791,1.049,12.76,0.04,2453091.41,25.5
3177227,2004_FN17,2004 FN17,JPL 21,0,41.8,2461000.5,0.3286,1.629,1.094,14.65,135.96,2460713.68,21.14
3177229,2004_FB18,2004 FB18,JPL 18,0,22.7,2461000.5,0.368,1.665,1.052,5.73,21.64,2460953.33,24.0
3177230,2004_FC18,2004 FC18,JPL 13,0,6.48,2461000.5,0.6474,1.903,0.671,9.79,68.85,2460817.17,24.17
3177232,2004_FG29,2004 FG29,JPL 9,0,3.86,2461000.5,0.4929,0.8783,0.445,3.43,21.13,2460982.86,26.0
3177233,2004_FH29,2004 FH29,JPL 16,0,5.93,2461000.5,0.4018,1.656,0.99,12.62,46.7,2460899.56,24.0
3177235,2004_FJ31,2004 FJ31,JPL 7,0,8.6,2453095.5,0.3222,1.271,0.862,1.95,321.65,2453151.28,24.29
3177237,2004_FY31,2004 FY31,JPL 20,1,7.2,2461000.5,0.5544,2.17,0.967,11.17,271.75,2461286.73,21.97
3177238,2004_FM32,2004 FM32,JPL 9,0,1.29,2461000.5,0.1618,1.098,0.92,3.74,341.76,2461021.79,27.1
3249978,2004_FU162,2004 FU162,JPL 11,0,0.0281,2453100.5,0.3922,0.8269,0.503,4.16,262.67,2453174.75,29.48
3179347,2004_GA,2004 GA,JPL 72,0,24.6,2461000.5,0.632,2.828,1.041,10.57,203.57,2461755.1,20.07
3179348,2004_GD,2004 GD,JPL 18,0,2.62,2461000.5,0.3078,1.066,0.738,6.21,169.72,2460811.1,23.7
3179352,2004_GB2,2004 GB2,JPL 12,1,8.57,2461000.5,0.6494,2.118,0.743,12.42,27.76,2460913.68,21.0
3179353,2004_GD2,2004 GD2,JPL 15,0,9.81,2461000.5,0.4997,2.039,1.02,1.77,157.85,2460534.36,24.3
3179354,2004_GE2,2004 GE2,JPL 16,1,2.23,2453111.5,0.7067,2.045,0.6,2.16,341.24,2453167.18,21.5
3179358,2004_GZ14,2004 GZ14,JPL 12,0,11.0,2453111.5,0.3238,1.387,0.938,20.92,29.77,2453062.19,23.9
3179359,2004_GB19,2004 GB19,JPL 15,0,4.11,2453115.5,0.3661,1.357,0.86,1.28,40.09,2453051.19,23.1
3179360,2004_GC19,2004 GC19,JPL 15,0,13.7,2453114.5,0.5566,2.139,0.949,8.67,349.97,2453146.34,24.1
3179362,2004_HB,2004 HB,JPL 9,0,8.38,2453112.5,0.5866,2.375,0.982,8.43,353.96,2453134.91,23.9
3179364,2004_HD,2004 HD,JPL 17,0,11.4,2461000.5,0.4652,1.927,1.031,2.54,32.13,2460913.28,24.8
3179361,2004_HE,2004 HE,JPL 8,0,0.00521,2461000.5,0.6087,1.773,0.694,9.48,30.81,2460926.71,26.8
3179365,2004_HL,2004 HL,JPL 7,0,5.08,2461000.5,0.3461,1.554,1.016,3.4,57.04,2460888.39,26.5
3179366,2004_HM,2004 HM,JPL 22,0,0.915,2461000.5,0.4095,1.331,0.786,11.58,57.73,2460910.55,23.33
3180145,2004_HZ,2004 HZ,JPL 20,0,0.323,2461000.5,0.4422,1.303,0.727,4.22,137.71,2460792.72,22.6
3180146,2004_HA1,2004 HA1,JPL 13,0,25.2,2453117.5,0.72,2.71,0.759,19.12,347.87,2453172.39,21.7
3180147,2004_HQ1,2004 HQ1,JPL 18,0,0.6,2461000.5,0.2707,1.11,0.809,4.42,225.13,2461160.42,23.47
3180149,2004_HD2,2004 HD2,JPL 13,1,13.2,2453121.5,0.8338,2.317,0.385,15.44,15.25,2453066.96,21.1
3180152,2004_HF12,2004 HF12,JPL 42,1,7.35,2461000.5,0.6487,2.135,0.75,13.41,344.8,2461048.62,20.51
3180153,2004_HG12,2004 HG12,JPL 10,1,10.4,2453119.5,0.345,1.442,0.945,26.54,337.44,2453159.14,22.54
3180156,2004_HH20,2004 HH20,JPL 11,0,11.8,2461000.5,0.4182,1.777,1.034,4.12,25.14,2460940.06,25.4
3180176,2004_HC33,2004 HC33,JPL 12,0,6.93,2453120.5,0.4295,1.766,1.007,11.3,353.57,2453135.81,26.0
3180179,2004_HT38,2004 HT38,JPL 11,0,38.6,2453122.5,0.3766,1.733,1.081,13.11,10.08,2453099.16,23.6
3180180,2004_HA39,2004 HA39,JPL 17,0,80.6,2461000.5,0.5393,2.148,0.99,36.14,288.78,2461228.02,20.96
3180181,2004_HB39,2004 HB39,JPL 16,0,36.5,2461000.5,0.4545,1.93,1.053,5.5,9.73,2460974.03,22.7
3180182,2004_HC39,2004 HC39,JPL 25,1,3.52,2461000.5,0.5014,1.814,0.904,14.64,277.81,2461204.16,21.5
3180183,2004_HW53,2004 HW53,JPL 15,0,102.0,2461000.5,0.581,2.179,0.913,39.12,273.45,2461283.01,19.7
3180184,2004_HX53,2004 HX53,JPL 26,0,8.1,2461000.5,0.3338,1.193,0.795,3.56,148.96,2460803.63,23.6
3180185,2004_HR56,2004 HR56,JPL 8,0,23.4,2453121.5,0.436,1.555,0.877,5.97,41.03,2453040.76,23.35
3180186,2004_HS56,2004 HS56,JPL 14,0,11.3,2461000.5,0.2856,1.441,1.029,30.03,159.36,2460720.81,22.26
3180192,2004_HT59,2004 HT59,JPL 8,0,2.28,2461000.5,0.2233,0.98,0.761,11.13,357.86,2461002.6,27.2
3182164,2004_JB,2004 JB,JPL 11,0,75.8,2461000.5,0.5161,2.403,1.163,13.22,292.69,2461254.93,22.5
3182174,2004_JC,2004 JC,JPL 17,0,47.1,2453139.5,0.6699,2.472,0.816,8.96,347.49,2453188.82,20.52
3182169,2004_JN1,2004 JN1,JPL 33,0,9.07,2461000.5,0.1756,1.085,0.895,1.5,79.03,2460909.84,23.74
3182170,2004_JO1,2004 JO1,JPL 20,0,22.8,2453143.5,0.475,1.022,0.537,21.58,290.49,2453216.4,20.9
3182171,2004_JP1,2004 JP1,JPL 16,0,1.81,2461000.5,0.219,1.134,0.886,20.93,240.44,2461147.05,22.7
3182173,2004_JR1,2004 JR1,JPL 73,0,66.0,2461000.5,0.5927,2.896,1.179,28.74,125.42,2460373.46,17.62
3182180,2004_JO12,2004 JO12,JPL 16,0,12.9,2453142.5,0.2554,1.391,1.035,21.71,353.42,2453153.45,23.8
3182181,2004_JP12,2004 JP12,JPL 12,0,12.4,2461000.5,0.7769,1.905,0.425,8.23,89.71,2460761.13,23.6
3182183,2004_JO20,2004 JO20,JPL 10,0,2.81,2461000.5,0.4333,1.47,0.833,10.25,359.59,2461001.24,26.2
3182184,2004_JU20,2004 JU20,JPL 7,0,38.3,2453139.5,0.2753,1.494,1.083,5.6,23.98,2453095.06,25.3
3182185,2004_JV20,2004 JV20,JPL 8,0,14.5,2453141.5,0.3412,1.319,0.869,25.21,322.24,2453199.54,24.0
3182188,2004_KA,2004 KA,JPL 51,0,49.4,2461000.5,0.4856,2.007,1.032,7.92,186.95,2461499.79,21.02
3182189,2004_KB,2004 KB,JPL 27,1,8.7,2461000.5,0.289,1.188,0.845,20.68,309.3,2461067.11,21.09
3182820,2004_KZ,2004 KZ,JPL 8,0,4.82,2453144.5,0.3752,1.29,0.806,12.42,39.88,2453085.23,25.5
3182822,2004_KF1,2004 KF1,JPL 22,0,63.9,2461000.5,0.4435,2.117,1.178,9.42,344.87,2461047.79,20.8
3182823,2004_KG1,2004 KG1,JPL 20,0,1.1,2461000.5,0.4072,0.8302,0.492,1.91,261.51,2461076.09,23.96
3182826,2004_KN10,2004 KN10,JPL 13,0,38.2,2461000.5,0.4543,2.025,1.105,7.64,160.07,2460532.56,23.6
3182828,2004_KF15,2004 KF15,JPL 31,0,74.3,2461000.5,0.3544,1.83,1.182,11.07,237.6,2461308.04,20.93
3182830,2004_KE17,2004 KE17,JPL 13,1,17.8,2453157.5,0.622,2.799,1.058,26.96,0.76,2453153.88,21.5
3182831,2004_KF17,2004 KF17,JPL 9,0,1.8,2453155.5,0.4773,1.856,0.97,13.33,349.21,2453183.17,26.1
3182832,2004_KG17,2004 KG17,JPL 8,0,3.84,2461000.5,0.3205,1.508,1.025,0.49,211.02,2461280.52,27.1
3183834,2004_LB,2004 LB,JPL 22,1,7.58,2461000.5,0.0529,1.051,0.996,37.33,185.92,2461190.87,21.6
3183835,2004_LC,2004 LC,JPL 14,0,5.07,2453166.5,0.5544,2.099,0.935,5.24,11.24,2453131.85,24.4
3183840,2004_LK,2004 LK,JPL 21,0,27.3,2461000.5,0.5117,2.092,1.022,7.79,17.84,2460945.73,22.7
3183841,2004_LV,2004 LV,JPL 10,0,9.79,2453167.5,0.6226,1.663,0.628,2.31,336.17,2453219.36,24.1
3183842,2004_LB1,2004 LB1,JPL 13,0,12.3,2461000.5,0.2456,1.28,0.966,22.96,321.29,2461057.4,23.2
3183844,2004_LB2,2004 LB2,JPL 11,0,3.73,2453169.5,0.5712,1.333,0.572,6.88,323.32,2453226.81,22.3
3183846,2004_LD2,2004 LD2,JPL 16,0,114.0,2461000.5,0.5533,2.867,1.28,10.76,163.59,2460194.94,21.12
3183847,2004_LO2,2004 LO2,JPL 10,0,4.86,2461000.5,0.3512,0.9159,0.594,25.44,78.73,2460930.48,25.0
3183850,2004_LX5,2004 LX5,JPL 7,0,5.26,2453169.5,0.214,1.308,1.028,13.59,4.36,2453162.88,25.6
3183851,2004_LY5,2004 LY5,JPL 12,1,7.11,2461000.5,0.7777,1.831,0.407,16.05,214.11,2461367.28,21.68
3183852,2004_LZ5,2004 LZ5,JPL 32,0,85.3,2461000.5,0.5516,2.594,1.163,24.9,54.78,2460768.23,18.34
3183853,2004_LA6,2004 LA6,JPL 13,0,91.6,2461000.5,0.3559,1.692,1.09,18.31,238.4,2461272.01,21.8
3183855,2004_LA10,2004 LA10,JPL 16,0,11.6,2453174.5,0.582,2.498,1.044,1.06,356.95,2453186.7,25.1
3184150,2004_MC,2004 MC,JPL 20,0,0.153,2461000.5,0.5961,2.434,0.983,2.42,215.36,2461557.68,23.37
3184152,2004_MN1,2004 MN1,JPL 8,0,6.37,2453173.5,0.4069,1.42,0.842,30.2,329.3,2453226.22,24.6
3184153,2004_MO1,2004 MO1,JPL 8,0,26.6,2453174.5,0.5032,2.103,1.044,56.49,352.1,2453198.95,23.2
3184154,2004_MP1,2004 MP1,JPL 10,0,9.65,2453176.5,0.4362,1.773,0.999,8.62,12.73,2453146.03,25.27
3184156,2004_MR1,2004 MR1,JPL 8,0,0.38,2461000.5,0.373,1.522,0.955,1.78,127.0,2460758.48,25.6
3184157,2004_MS1,2004 MS1,JPL 14,0,2.38,2453178.5,0.5908,2.278,0.932,6.97,10.27,2453142.66,22.3
3184158,2004_MV2,2004 MV2,JPL 10,0,26.1,2453177.5,0.477,1.819,0.951,6.62,20.26,2453127.05,23.5
3184160,2004_MX2,2004 MX2,JPL 28,1,0.456,2461000.5,0.7183,2.763,0.778,18.09,219.91,2461653.22,19.3
3184470,2004_MO3,2004 MO3,JPL 46,0,4.54,2461000.5,0.3358,1.232,0.819,2.55,280.11,2461111.41,22.2
3184473,2004_MO4,2004 MO4,JPL 21,0,8.42,2461000.5,0.3885,1.699,1.039,2.22,231.01,2461290.29,24.9
3184474,2004_MB6,2004 MB6,JPL 20,0,22.3,2461000.5,0.7073,2.571,0.753,11.12,45.85,2460808.72,19.6
3184476,2004_ME6,2004 ME6,JPL 11,0,34.1,2461000.5,0.41,1.634,0.964,13.81,36.37,2460923.39,20.7
3184478,2004_MQ6,2004 MQ6,JPL 19,0,27.9,2461000.5,0.6493,1.834,0.643,35.51,197.74,2461409.54,19.73
3184479,2004_MP7,2004 MP7,JPL 19,1,4.44,2461000.5,0.7176,2.733,0.772,17.65,275.42,2461388.18,21.7
3248660,2004_NF3,2004 NF3,JPL 12,0,22.5,2453203.5,0.48,2.066,1.074,0.79,1.08,2453200.24,24.5
3248669,2004_NU7,2004 NU7,JPL 11,0,5.36,2453203.5,0.5409,2.234,1.026,0.84,6.55,2453181.3,24.4
3248670,2004_NK8,2004 NK8,JPL 13,0,14.0,2453205.5,0.2809,1.327,0.954,15.94,36.12,2453149.51,23.5
3248672,2004_NM8,2004 NM8,JPL 16,0,87.7,2461000.5,0.509,2.517,1.236,4.31,136.11,2460449.07,21.3
3248699,2004_OD4,2004 OD4,JPL 11,0,0.385,2453205.5,0.5162,2.043,0.988,4.37,7.42,2453183.51,27.0
3248865,2004_OF6,2004 OF6,JPL 12,0,124.0,2461000.5,0.4142,2.187,1.281,8.94,212.88,2461483.41,21.2
3248972,2004_OW10,2004 OW10,JPL 13,0,1.9,2461000.5,0.2497,1.225,0.919,1.5,314.42,2461063.16,24.61
3249035,2004_PJ,2004 PJ,JPL 17,0,21.6,2461000.5,0.5334,2.251,1.051,5.41,117.56,2460597.56,22.8
3249142,2004_PM2,2004 PM2,JPL 31,0,85.4,2461000.5,0.5266,2.57,1.217,12.56,52.87,2460779.42,19.51
3249181,2004_PZ19,2004 PZ19,JPL 10,0,0.581,2461000.5,0.5501,2.042,0.919,6.89,93.57,2460723.4,24.5
3249182,2004_PE20,2004 PE20,JPL 40,0,97.7,2461000.5,0.4304,2.212,1.26,4.24,158.36,2460471.87,20.1
3249183,2004_PF20,2004 PF20,JPL 15,0,42.4,2461000.5,0.2951,1.569,1.106,17.41,314.35,2461091.48,22.5
3249184,2004_PG20,2004 PG20,JPL 11,0,18.2,2461000.5,0.2672,1.442,1.057,5.2,120.38,2460789.05,24.55
3249232,2004_PY27,2004 PY27,JPL 25,0,110.0,2461000.5,0.4422,2.303,1.284,4.78,39.62,2460860.05,20.69
3249347,2004_PS42,2004 PS42,JPL 45,1,17.9,2461000.5,0.1675,1.242,1.034,23.19,166.87,2460766.04,21.23
3249348,2004_PU42,2004 PU42,JPL 10,0,0.411,2461000.5,0.4437,1.575,0.876,0.99,253.66,2461213.67,26.7
3249531,2004_PR92,2004 PR92,JPL 11,0,10.1,2453233.5,0.3397,1.132,0.748,13.01,300.6,2453306.11,25.1
3249532,2004_PS92,2004 PS92,JPL 15,0,202.0,2461000.5,0.5003,2.586,1.292,26.4,68.92,2460709.76,18.8
3249705,2004_PB97,2004 PB97,JPL 8,0,10.8,2453232.5,0.163,1.235,1.034,10.97,16.03,2453210.17,25.3
3249704,2004_PD97,2004 PD97,JPL 12,0,56.2,2461000.5,0.4931,2.286,1.159,8.21,60.95,2460786.73,21.6
3249785,2004_QB,2004 QB,JPL 16,1,7.77,2461000.5,0.6551,2.11,0.728,11.09,352.76,2461023.01,19.8
3249864,2004_QZ1,2004 QZ1,JPL 31,0,36.4,2461000.5,0.7108,1.865,0.539,5.51,94.43,2460756.46,20.7
3249865,2004_QA2,2004 QA2,JPL 14,0,10.9,2461000.5,0.5155,2.123,1.029,8.37,321.66,2461120.81,22.3
3249983,2004_QX2,2004 QX2,JPL 11,1,14.4,2453242.5,0.9027,1.286,0.125,19.07,37.12,2453187.55,21.72
3249980,2004_QB3,2004 QB3,JPL 9,0,7.8,2453241.5,0.4163,0.95,0.555,14.31,88.35,2453158.5,24.4
3249982,2004_QD3,2004 QD3,JPL 95,0,39.4,2461000.5,0.3877,1.466,0.898,32.05,272.94,2461157.35,19.46
3250108,2004_QR4,2004 QR4,JPL 7,0,2.23,2453238.5,0.4984,1.967,0.987,2.67,351.08,2453263.46,26.9
3250109,2004_QN5,2004 QN5,JPL 15,0,94.7,2461000.5,0.4046,2.109,1.256,5.62,340.24,2461061.89,21.3
3250110,2004_QO5,2004 QO5,JPL 9,0,12.1,2453240.5,0.4973,1.983,0.997,9.21,349.91,2453269.1,25.9
3250193,2004_QG13,2004 QG13,JPL 12,0,40.6,2453243.5,0.1734,0.953,0.788,56.31,164.1,2453088.61,21.4
3250194,2004_QJ13,2004 QJ13,JPL 7,0,15.8,2453242.5,0.4812,2.026,1.051,3.02,359.76,2453243.2,25.3
3250196,2004_QF14,2004 QF14,JPL 18,0,7.09,2461000.5,0.5094,1.976,0.969,2.76,244.15,2461326.91,22.9
3250293,2004_QA22,2004 QA22,JPL 13,0,1.63,2461000.5,0.1228,0.951,0.834,0.58,81.92,2460923.42,27.9
3250294,2004_QN22,2004 QN22,JPL 10,0,4.57,2453246.5,0.5916,2.49,1.017,7.11,357.23,2453257.53,24.2
3251424,2004_RV2,2004 RV2,JPL 24,0,37.6,2461000.5,0.2258,1.391,1.077,19.64,321.91,2461063.9,20.83
3251425,2004_RW2,2004 RW2,JPL 12,0,14.8,2453256.5,0.3055,1.425,0.99,8.36,342.13,2453287.34,24.4
3251444,2004_RJ9,2004 RJ9,JPL 18,0,20.4,2461000.5,0.6269,2.825,1.054,23.54,184.5,2461845.93,19.68
3251448,2004_RQ10,2004 RQ10,JPL 41,1,12.6,2461000.5,0.4414,1.865,1.042,5.68,123.94,2460680.12,21.01
3251517,2004_RW10,2004 RW10,JPL 21,1,13.1,2461000.5,0.5951,2.349,0.951,3.11,327.36,2461119.71,21.07
3251513,2004_RY10,2004 RY10,JPL 26,1,17.3,2461000.5,0.6227,1.677,0.633,15.53,241.51,2461261.67,21.4
3251515,2004_RB11,2004 RB11,JPL 15,0,14.3,2461000.5,0.5071,2.111,1.041,3.21,325.4,2461108.21,23.7
3251516,2004_RC11,2004 RC11,JPL 13,0,1.97,2453270.5,0.467,1.828,0.974,1.86,18.56,2453223.96,23.6
3251589,2004_RS25,2004 RS25,JPL 31,0,44.4,2461000.5,0.4791,2.128,1.108,6.67,307.83,2461164.75,20.5
3251590,2004_RC80,2004 RC80,JPL 13,0,17.0,2453262.5,0.3244,1.554,1.05,13.95,4.73,2453253.21,24.4
3251712,2004_RE84,2004 RE84,JPL 40,1,7.89,2461000.5,0.6055,1.674,0.66,2.0,248.38,2461245.82,22.12
3251885,2004_RQ109,2004 RQ109,JPL 13,0,121.0,2461000.5,0.5955,3.085,1.248,20.98,330.34,2461163.59,20.6
3251886,2004_RS109,2004 RS109,JPL 31,0,71.0,2461000.5,0.4945,2.333,1.179,33.86,337.54,2461081.7,19.17
3251887,2004_RU109,2004 RU109,JPL 9,0,0.285,2461000.5,0.4893,1.532,0.783,5.85,34.45,2460934.19,26.4
3251889,2004_RY109,2004 RY109,JPL 40,1,18.5,2461000.5,0.425,1.628,0.936,26.13,101.66,2460786.32,19.12
3252103,2004_RN111,2004 RN111,JPL 11,0,13.4,2453263.5,0.3937,1.668,1.011,12.61,12.69,2453235.76,25.0
3252104,2004_RO111,2004 RO111,JPL 16,0,9.28,2461000.5,0.3322,0.9609,0.642,5.4,76.67,2460927.23,23.3
3252105,2004_RG164,2004 RG164,JPL 12,0,2.56,2453267.5,0.3781,1.608,1.0,1.28,14.05,2453238.42,25.8
3252344,2004_RU164,2004 RU164,JPL 10,0,125.0,2461000.5,0.6193,3.356,1.278,12.71,155.94,2460027.58,20.7
3252345,2004_RV164,2004 RV164,JPL 14,0,2.03,2461000.5,0.5801,2.398,1.007,2.56,256.56,2461390.28,24.3
3252347,2004_RX164,2004 RX164,JPL 24,0,30.8,2461000.5,0.4846,1.706,0.879,12.49,210.83,2461337.79,21.28
3252348,2004_RY164,2004 RY164,JPL 15,0,119.0,2461000.5,0.3152,1.726,1.182,35.86,93.62,2460785.19,20.7
3252349,2004_RZ164,2004 RZ164,JPL 63,1,11.9,2461000.5,0.6072,2.562,1.007,13.85,44.03,2460817.29,19.0
3252350,2004_RX165,2004 RX165,JPL 16,0,62.9,2461000.5,0.5063,2.332,1.151,7.89,339.59,2461074.24,21.1
3252570,2004_RL251,2004 RL251,JPL 18,0,9.86,2461000.5,0.5941,2.53,1.027,1.38,96.91,2460604.91,22.7
3252572,2004_RN251,2004 RN251,JPL 10,0,1.74,2453264.5,0.5289,1.661,0.782,4.36,337.33,2453313.73,26.1
3252915,2004_RC252,2004 RC252,JPL 9,0,73.9,2453264.5,0.1284,1.304,1.137,19.2,109.38,2453099.18,21.3
3252917,2004_RQ252,2004 RQ252,JPL 25,0,0.3,2461000.5,0.3882,1.124,0.688,7.75,200.48,2461193.46,22.5
3754553,2004_RH357,2004 RH357,JPL 4,0,6.19,2453265.5,0.4289,1.516,0.866,2.68,323.48,2453334.68,23.28
3253149,2004_SA,2004 SA,JPL 8,0,15.7,2453265.5,0.5408,2.275,1.045,18.47,359.37,2453267.68,26.1
3253150,2004_SR,2004 SR,JPL 14,0,9.54,2461000.5,0.1605,1.147,0.963,8.63,133.51,2460834.12,23.8
3253151,2004_SS,2004 SS,JPL 44,1,12.1,2461000.5,0.5291,2.196,1.034,6.52,183.1,2461584.78,21.9
3253643,2004_SA1,2004 SA1,JPL 11,0,8.48,2453267.5,0.1511,1.186,1.007,17.13,24.71,2453235.13,25.3
3253644,2004_SB1,2004 SB1,JPL 40,0,30.7,2461000.5,0.4817,1.179,0.611,10.34,122.87,2460840.81,20.53
3253645,2004_ST2,2004 ST2,JPL 11,0,18.0,2461000.5,0.1872,0.955,0.776,22.3,1.68,2460998.91,24.2
3254259,2004_SY4,2004 SY4,JPL 12,0,6.86,2453270.5,0.587,2.409,0.995,8.27,353.47,2453295.28,24.4
3254498,2004_SA20,2004 SA20,JPL 10,0,12.8,2453272.5,0.7106,2.414,0.698,2.85,13.17,2453222.39,23.03
3254920,2004_SD26,2004 SD26,JPL 20,0,32.1,2461000.5,0.7718,2.04,0.465,4.86,68.83,2460797.09,18.89
3254921,2004_SE26,2004 SE26,JPL 7,0,2.58,2453270.5,0.4563,1.73,0.941,10.74,14.75,2453236.42,25.8
3255169,2004_SR26,2004 SR26,JPL 8,0,3.85,2461000.5,0.275,1.398,1.014,8.04,289.53,2461118.72,26.6
3255170,2004_SS26,2004 SS26,JPL 8,0,12.9,2453272.5,0.441,1.589,0.888,32.25,338.39,2453316.44,23.1
3255171,2004_ST26,2004 ST26,JPL 7,0,0.162,2453272.5,0.6734,1.758,0.574,7.32,21.53,2453221.57,26.3
3255172,2004_SU26,2004 SU26,JPL 7,0,7.19,2453272.5,0.5483,1.441,0.651,14.18,33.02,2453214.56,24.9
3255174,2004_SW26,2004 SW26,JPL 7,0,16.1,2453272.5,0.4162,0.7378,0.431,18.41,184.0,2453385.67,25.66
3255328,2004_SU55,2004 SU55,JPL 13,0,19.7,2461000.5,0.2368,1.375,1.049,1.16,31.62,2460948.77,24.7
3255465,2004_SC56,2004 SC56,JPL 27,0,4.15,2461000.5,0.4284,0.7676,0.439,4.78,28.66,2460980.95,22.7
3255879,2004_TA1,2004 TA1,JPL 14,0,35.3,2461000.5,0.2502,0.9086,0.681,13.5,293.91,2461058.57,23.29
3255979,2004_TN1,2004 TN1,JPL 19,1,2.44,2461000.5,0.6951,2.757,0.841,8.39,210.27,2461695.89,21.8
3256043,2004_TE8,2004 TE8,JPL 19,0,99.0,2461000.5,0.6805,1.753,0.56,20.62,99.58,2460765.98,19.29
3256319,2004_TB10,2004 TB10,JPL 21,1,4.13,2461000.5,0.0937,1.103,1.0,22.5,295.12,2461076.8,21.5
3256321,2004_TD10,2004 TD10,JPL 32,0,4.56,2461000.5,0.4428,0.7512,0.419,2.6,9.91,2460993.95,22.18
3256322,2004_TE10,2004 TE10,JPL 15,0,1.49,2461000.5,0.67,2.497,0.824,0.49,129.37,2460482.46,24.2
3256323,2004_TF10,2004 TF10,JPL 17,0,23.9,2461000.5,0.3365,1.42,0.942,8.95,219.65,2461241.55,20.94
3256326,2004_TJ10,2004 TJ10,JPL 8,0,17.2,2453287.5,0.3301,1.308,0.876,24.76,322.24,2453344.81,25.1
3256328,2004_TL10,2004 TL10,JPL 18,1,4.91,2461000.5,0.6572,2.651,0.909,9.5,320.74,2461172.5,21.3
3256425,2004_TU11,2004 TU11,JPL 33,0,82.8,2461000.5,0.5211,2.502,1.198,5.26,106.85,2460571.38,21.23
3256426,2004_TV11,2004 TV11,JPL 9,0,40.2,2453288.5,0.5198,2.27,1.09,7.48,8.18,2453260.12,24.4
3256427,2004_TW11,2004 TW11,JPL 14,0,21.1,2461000.5,0.2755,1.384,1.003,10.6,324.92,2461058.45,24.0
3256581,2004_TT12,2004 TT12,JPL 12,0,56.7,2461000.5,0.5425,2.499,1.143,0.73,125.07,2460499.16,24.0
3256583,2004_TP13,2004 TP13,JPL 8,0,31.6,2453289.5,0.1619,0.9765,0.818,36.53,238.08,2453408.87,23.1
3256739,2004_TK14,2004 TK14,JPL 21,0,119.0,2461000.5,0.235,1.62,1.24,10.22,51.39,2460892.95,20.23
3257024,2004_TC18,2004 TC18,JPL 9,0,11.3,2453294.5,0.3637,1.335,0.85,8.38,36.59,2453237.23,24.0
3257025,2004_TD18,2004 TD18,JPL 16,0,1.49,2461000.5,0.5462,1.747,0.793,3.89,13.28,2460969.4,22.2
