spkid,full_name,pdes,orbit_id,pha,min_orbit_intersection_dist,epoch,eccentricity,semi_major_axis,perihelion_dist,inclination,mean_anomaly,time_of_perihelion_passage,abs_magnitude
3257026,2004_TE18,2004 TE18,JPL 13,0,103.0,2461000.5,0.4079,2.114,1.252,8.98,319.22,2461127.69,21.2
3257077,2004_TN20,2004 TN20,JPL 8,0,8.48,2461000.5,0.2593,0.9466,0.701,14.1,63.63,2460941.05,24.9
3257078,2004_TO20,2004 TO20,JPL 27,0,32.3,2461000.5,0.2952,1.438,1.014,9.56,109.7,2460808.5,23.35
3257080,2004_UB,2004 UB,JPL 41,0,26.9,2461000.5,0.6184,1.367,0.522,6.38,108.97,2460823.86,20.65
3257091,2004_UE,2004 UE,JPL 65,1,6.69,2461000.5,0.646,2.632,0.932,14.57,332.91,2461117.86,21.36
3257201,2004_UR,2004 UR,JPL 18,0,4.89,2461000.5,0.4057,1.559,0.927,2.44,272.9,2461172.56,23.1
3258062,2004_UH1,2004 UH1,JPL 8,0,0.838,2461000.5,0.3964,0.9534,0.575,3.7,150.75,2460858.11,28.1
3258075,2004_US1,2004 US1,JPL 46,0,25.7,2461000.5,0.4512,1.284,0.705,21.4,217.16,2461211.44,20.66
3258076,2004_UT1,2004 UT1,JPL 15,0,2.3,2461000.5,0.2216,0.9687,0.754,4.41,351.48,2461008.74,26.69
3260293,2004_UV1,2004 UV1,JPL 160,1,8.92,2461000.5,0.651,2.82,0.984,20.78,146.33,2460297.23,17.79
3261398,2004_VP,2004 VP,JPL 19,0,39.9,2461000.5,0.4292,1.655,0.945,11.7,286.31,2461159.73,22.14
3261400,2004_VW,2004 VW,JPL 8,0,1.01,2453314.5,0.5141,1.501,0.729,12.69,331.3,2453368.03,23.1
3261401,2004_VZ,2004 VZ,JPL 10,0,1.41,2461000.5,0.2442,0.9404,0.711,16.23,288.41,2461066.74,24.6
3261680,2004_VH1,2004 VH1,JPL 12,0,58.6,2453317.5,0.4717,1.552,0.82,32.8,324.39,2453387.34,21.8
3261681,2004_VJ1,2004 VJ1,JPL 25,0,5.32,2461000.5,0.1641,0.9437,0.789,1.29,186.53,2461161.86,24.1
3261768,2004_VY14,2004 VY14,JPL 30,0,22.6,2461000.5,0.6515,1.96,0.683,7.01,274.44,2461238.69,19.7
3261769,2004_VZ14,2004 VZ14,JPL 19,0,1.26,2461000.5,0.5254,1.529,0.725,4.61,57.13,2460890.94,25.04
3261919,2004_VM24,2004 VM24,JPL 12,0,0.243,2461000.5,0.4292,1.14,0.65,2.92,53.04,2460935.04,25.7
3262243,2004_VZ60,2004 VZ60,JPL 12,0,17.9,2461000.5,0.5811,2.467,1.033,3.09,142.63,2460439.88,24.8
3262244,2004_VB61,2004 VB61,JPL 17,0,66.3,2461000.5,0.4967,2.297,1.156,9.27,12.59,2460956.04,22.1
3262409,2004_VQ65,2004 VQ65,JPL 12,0,5.13,2453330.5,0.5168,1.987,0.96,9.25,353.49,2453349.0,22.3
3262569,2004_WC1,2004 WC1,JPL 11,0,5.98,2461000.5,0.1713,0.8574,0.711,10.32,354.67,2461004.79,26.1
3262691,2004_WH1,2004 WH1,JPL 11,0,0.736,2461000.5,0.2037,1.198,0.954,2.67,336.62,2461031.61,23.97
3262792,2004_WK1,2004 WK1,JPL 16,1,16.3,2461000.5,0.7303,1.084,0.292,34.45,268.03,2461105.88,21.1
3263232,2004_XG,2004 XG,JPL 22,0,4.94,2461000.5,0.2987,0.8365,0.587,1.2,248.99,2461086.68,24.16
3263233,2004_XJ,2004 XJ,JPL 16,0,16.0,2461000.5,0.1697,0.8871,0.737,12.19,184.21,2461149.52,24.0
3263234,2004_XK,2004 XK,JPL 9,0,5.9,2461000.5,0.3985,1.56,0.938,11.13,257.79,2461202.51,26.0
3263235,2004_XO,2004 XO,JPL 27,1,8.02,2461000.5,0.0967,1.035,0.935,26.01,62.87,2460933.29,21.69
3263252,2004_XH3,2004 XH3,JPL 8,0,3.05,2453343.5,0.5126,1.917,0.934,4.02,348.79,2453373.68,24.1
3263254,2004_XK3,2004 XK3,JPL 34,0,0.415,2461000.5,0.2605,1.228,0.908,1.48,212.21,2461204.5,24.47
3263336,2004_XL4,2004 XL4,JPL 13,0,81.3,2461000.5,0.3634,1.87,1.191,16.78,83.31,2460784.35,21.11
3263414,2004_XD6,2004 XD6,JPL 23,0,25.8,2461000.5,0.5633,1.944,0.849,6.67,240.66,2461328.61,22.16
3263415,2004_XE6,2004 XE6,JPL 28,0,117.0,2461000.5,0.3522,1.862,1.207,31.15,66.55,2460828.88,19.58
3263448,2004_XK14,2004 XK14,JPL 31,0,9.78,2461000.5,0.4339,0.7485,0.424,3.1,319.8,2461026.92,22.44
3263533,2004_XG29,2004 XG29,JPL 19,0,0.771,2461000.5,0.3135,1.41,0.968,0.15,198.17,2461275.47,25.66
3263535,2004_XJ29,2004 XJ29,JPL 37,0,21.1,2461000.5,0.5249,1.998,0.949,4.64,156.54,2460551.84,21.38
3263536,2004_XK29,2004 XK29,JPL 22,0,21.7,2461000.5,0.641,2.403,0.863,7.86,238.61,2461459.23,19.95
3263537,2004_XL29,2004 XL29,JPL 44,0,130.0,2461000.5,0.64,1.375,0.495,43.81,293.67,2461108.98,19.02
3263538,2004_XM29,2004 XM29,JPL 25,0,0.109,2461000.5,0.6319,2.138,0.787,2.58,233.05,2461403.28,22.9
3263539,2004_XN29,2004 XN29,JPL 12,1,9.6,2461000.5,0.7035,2.422,0.718,2.36,214.49,2461557.09,21.87
3263540,2004_XO29,2004 XO29,JPL 19,0,62.7,2461000.5,0.672,1.234,0.405,21.67,31.29,2460957.01,20.97
3263615,2004_XJ35,2004 XJ35,JPL 23,0,119.0,2461000.5,0.3909,2.117,1.289,7.65,290.93,2461216.29,20.3
3263613,2004_XO35,2004 XO35,JPL 11,0,75.0,2453357.5,0.5673,2.583,1.118,9.26,9.29,2453318.36,21.8
3263616,2004_XP35,2004 XP35,JPL 15,0,5.39,2461000.5,0.5382,2.007,0.927,9.41,140.51,2460595.18,23.4
3263660,2004_XA45,2004 XA45,JPL 15,0,30.8,2461000.5,0.5007,1.543,0.771,34.92,300.15,2461116.93,21.0
3263661,2004_XB45,2004 XB45,JPL 10,0,0.164,2461000.5,0.5818,1.551,0.648,3.16,275.14,2461166.74,26.2
3263662,2004_XJ50,2004 XJ50,JPL 30,0,125.0,2461000.5,0.5117,2.24,1.094,23.35,102.73,2460651.1,19.3
3263791,2004_XC51,2004 XC51,JPL 10,0,40.8,2453355.5,0.7332,2.05,0.547,39.76,340.31,2453414.15,19.9
3263792,2004_XD51,2004 XD51,JPL 10,0,9.86,2453355.5,0.2415,1.245,0.944,6.82,327.11,2453401.85,25.11
3264085,2004_XO63,2004 XO63,JPL 10,0,5.44,2453357.5,0.6093,2.554,0.998,1.88,359.64,2453359.0,26.2
3264086,2004_YA,2004 YA,JPL 8,0,19.9,2453356.5,0.3709,1.243,0.782,22.86,47.19,2453290.16,24.9
3264188,2004_YC,2004 YC,JPL 9,0,1.11,2461000.5,0.3138,0.8676,0.595,6.08,56.94,2460953.81,25.6
3264189,2004_YD,2004 YD,JPL 9,0,21.5,2453358.5,0.2404,0.8424,0.64,12.1,166.43,2453227.94,24.0
3264190,2004_YE,2004 YE,JPL 8,0,19.9,2453358.5,0.5464,2.285,1.036,1.48,3.01,2453347.96,24.9
3264224,2004_YQ,2004 YQ,JPL 8,0,14.7,2453358.5,0.4879,1.78,0.912,15.71,16.49,2453318.77,24.4
3264225,2004_YR,2004 YR,JPL 39,0,72.1,2461000.5,0.4227,1.724,0.995,29.81,57.6,2460868.21,20.34
3264323,2004_YG1,2004 YG1,JPL 23,0,24.1,2461000.5,0.1588,1.01,0.85,19.82,129.37,2460867.28,21.4
3264324,2004_YJ1,2004 YJ1,JPL 11,0,66.6,2453364.5,0.2213,1.411,1.099,47.18,27.05,2453318.51,20.7
3264322,2004_YK1,2004 YK1,JPL 17,0,72.1,2461000.5,0.4153,1.885,1.102,8.65,356.92,2461008.6,21.3
3264547,2004_YA5,2004 YA5,JPL 10,0,20.2,2453362.5,0.5364,0.8089,0.375,28.18,99.16,2453289.31,22.84
3264549,2004_YD5,2004 YD5,JPL 7,0,0.0898,2453360.5,0.7826,2.272,0.494,3.61,13.0,2453315.35,29.3
3264722,2004_YY23,2004 YY23,JPL 23,0,64.1,2461000.5,0.7096,3.951,1.147,28.67,240.24,2461954.96,19.4
3265390,2005_AJ3,2005 AJ3,JPL 12,0,22.1,2453381.5,0.2004,1.274,1.019,7.55,339.91,2453410.8,23.2
3265391,2005_AK3,2005 AK3,JPL 17,0,1.76,2453383.5,0.5794,2.168,0.912,1.59,348.76,2453419.93,24.4
3265469,2005_AU3,2005 AU3,JPL 9,0,0.58,2453381.5,0.4727,1.245,0.657,3.77,44.89,2453318.2,26.1
3265470,2005_AV3,2005 AV3,JPL 13,0,76.3,2461000.5,0.5843,2.342,0.974,14.25,317.22,2461156.09,20.3
3265791,2005_AO19,2005 AO19,JPL 9,0,48.2,2453384.5,0.3409,1.68,1.107,3.18,4.09,2453375.47,24.2
3265792,2005_AQ19,2005 AQ19,JPL 17,0,101.0,2461000.5,0.2914,1.737,1.231,16.49,49.92,2460884.56,21.41
3265824,2005_AV27,2005 AV27,JPL 16,1,15.3,2461000.5,0.6472,2.262,0.798,5.89,35.55,2460877.83,20.59
3265904,2005_AX28,2005 AX28,JPL 9,0,4.51,2453387.5,0.6554,2.157,0.743,7.58,346.33,2453431.45,25.2
3265906,2005_AZ28,2005 AZ28,JPL 13,0,8.46,2461000.5,0.3482,1.479,0.964,1.6,244.55,2461211.2,24.33
3265908,2005_BD,2005 BD,JPL 8,0,14.1,2453387.5,0.4698,1.923,1.02,9.18,1.8,2453382.64,25.1
3266031,2005_BU,2005 BU,JPL 8,0,5.66,2461000.5,0.3006,0.8471,0.592,12.99,22.58,2460982.64,26.7
3266032,2005_BL1,2005 BL1,JPL 9,0,20.5,2453387.5,0.3182,1.509,1.029,21.68,352.38,2453401.84,25.36
3266033,2005_BM1,2005 BM1,JPL 7,0,10.9,2453387.5,0.1655,1.012,0.844,15.5,82.1,2453302.75,25.4
3266034,2005_BN1,2005 BN1,JPL 12,0,7.84,2453390.5,0.5553,1.791,0.796,6.79,21.23,2453338.86,24.0
3266177,2005_BS1,2005 BS1,JPL 9,0,0.195,2453388.5,0.5682,1.972,0.851,2.65,14.44,2453347.93,27.5
3266178,2005_BT1,2005 BT1,JPL 27,0,141.0,2461000.5,0.7144,1.33,0.38,63.63,276.82,2461129.95,19.19
3266179,2005_BU1,2005 BU1,JPL 8,0,28.4,2453388.5,0.3504,1.466,0.952,21.49,27.9,2453338.23,23.99
3266180,2005_BW1,2005 BW1,JPL 24,0,93.8,2461000.5,0.8748,2.631,0.329,62.27,313.07,2461203.7,18.23
54219798,2005_BU6,2005 BU6,JPL 21,0,109.0,2461000.5,0.5263,2.631,1.246,6.15,343.68,2461071.19,19.77
3266506,2005_BH14,2005 BH14,JPL 13,0,26.9,2461000.5,0.654,1.168,0.404,25.02,223.17,2461175.81,21.44
3266944,2005_BG28,2005 BG28,JPL 11,0,3.76,2461000.5,0.2271,1.026,0.793,6.13,80.32,2460915.84,25.6
3267071,2005_CK,2005 CK,JPL 10,0,8.68,2461000.5,0.0892,1.102,1.004,17.23,8.46,2460990.57,26.14
3267067,2005_CM,2005 CM,JPL 11,0,18.1,2453405.5,0.5472,2.274,1.03,0.8,8.46,2453376.08,23.7
3267065,2005_CN,2005 CN,JPL 23,0,11.3,2461000.5,0.1849,1.016,0.828,2.3,354.84,2461005.86,23.13
3267144,2005_CA7,2005 CA7,JPL 10,0,14.7,2453407.5,0.4412,1.831,1.023,6.23,1.98,2453402.52,24.8
3267202,2005_CM7,2005 CM7,JPL 10,0,1.09,2453407.5,0.6316,1.713,0.631,4.91,22.84,2453355.54,26.2
3267312,2005_CP7,2005 CP7,JPL 8,0,2.47,2453406.5,0.5641,2.269,0.989,1.28,4.64,2453390.41,25.4
3267204,2005_CQ7,2005 CQ7,JPL 10,0,11.4,2453408.5,0.4978,1.857,0.932,7.81,15.3,2453369.23,24.5
3267313,2005_CC37,2005 CC37,JPL 22,0,1.96,2461000.5,0.5627,2.211,0.967,6.14,122.14,2460593.03,22.7
3267343,2005_CP38,2005 CP38,JPL 11,0,24.2,2453413.5,0.3396,1.018,0.672,22.1,82.75,2453327.32,23.7
3267370,2005_CU38,2005 CU38,JPL 9,0,13.1,2453415.5,0.5663,1.745,0.757,8.03,25.67,2453355.47,23.9
3267403,2005_CE41,2005 CE41,JPL 19,0,1.5,2461000.5,0.5182,1.783,0.859,2.79,275.81,2461203.91,23.8
3267405,2005_CG41,2005 CG41,JPL 12,0,42.7,2461000.5,0.35,1.055,0.686,24.95,150.83,2460834.71,23.7
3267564,2005_CN61,2005 CN61,JPL 11,0,7.75,2461000.5,0.068,0.9891,0.922,9.55,138.84,2460861.94,25.3
3267565,2005_CU61,2005 CU61,JPL 10,0,5.81,2453416.5,0.7299,1.747,0.472,5.63,24.52,2453359.07,22.56
3267783,2005_DD,2005 DD,JPL 25,1,11.9,2461000.5,0.5679,1.934,0.836,7.32,297.1,2461172.19,20.39
3273445,2005_DO,2005 DO,JPL 19,0,33.3,2461000.5,0.6351,2.462,0.898,9.26,106.47,2460583.3,19.79
3273446,2005_EA,2005 EA,JPL 29,1,12.8,2461000.5,0.6395,1.301,0.469,14.06,292.18,2461102.64,20.94
3273453,2005_EZ,2005 EZ,JPL 36,0,108.0,2461000.5,0.4867,2.337,1.2,10.56,287.76,2461262.38,19.44
3273458,2005_EP1,2005 EP1,JPL 9,0,4.83,2453433.5,0.77,0.8923,0.205,16.3,297.33,2453487.09,23.7
3273459,2005_ES1,2005 ES1,JPL 9,0,2.76,2453433.5,0.2954,1.356,0.955,1.86,23.73,2453395.48,26.8
3273482,2005_ET2,2005 ET2,JPL 8,0,23.6,2453435.5,0.6057,2.194,0.865,5.72,334.31,2453520.18,20.7
3273481,2005_EU2,2005 EU2,JPL 39,0,0.51,2461000.5,0.3532,1.508,0.975,4.58,41.34,2460922.84,23.1
3273495,2005_EB30,2005 EB30,JPL 9,0,36.3,2453433.5,0.487,2.109,1.082,6.76,352.7,2453456.19,22.93
3273522,2005_EN30,2005 EN30,JPL 8,0,75.6,2453436.5,0.2958,1.675,1.179,20.4,352.62,2453452.72,23.0
3273523,2005_EO30,2005 EO30,JPL 19,0,14.6,2461000.5,0.1619,1.227,1.029,14.04,81.01,2460888.75,23.01
3273524,2005_EO33,2005 EO33,JPL 11,1,16.0,2453441.5,0.5729,1.968,0.841,4.61,22.48,2453378.52,21.3
3273785,2005_EL70,2005 EL70,JPL 7,0,5.48,2453438.5,0.9331,2.445,0.164,16.68,10.72,2453396.91,23.83
3273784,2005_EM70,2005 EM70,JPL 7,0,24.8,2453438.5,0.3893,1.605,0.98,18.33,19.66,2453397.94,24.8
3273786,2005_EN70,2005 EN70,JPL 25,0,52.7,2461000.5,0.3674,1.781,1.127,46.14,250.53,2461264.6,20.9
3273789,2005_EO70,2005 EO70,JPL 15,0,62.3,2461000.5,0.6462,3.161,1.118,24.32,250.38,2461625.62,20.8
3273790,2005_EQ70,2005 EQ70,JPL 25,0,110.0,2461000.5,0.4766,2.398,1.255,6.26,199.07,2461606.8,20.3
3273787,2005_ER70,2005 ER70,JPL 12,0,9.13,2461000.5,0.2228,1.224,0.951,6.83,62.3,2460914.89,25.02
3273783,2005_ET70,2005 ET70,JPL 9,0,19.8,2453441.5,0.8288,2.129,0.364,5.5,18.48,2453383.25,20.88
3273791,2005_EC71,2005 EC71,JPL 9,0,38.8,2453440.5,0.4965,2.171,1.093,38.9,359.41,2453442.43,22.9
3273833,2005_EH94,2005 EH94,JPL 7,0,9.67,2453440.5,0.2651,1.214,0.892,6.14,311.42,2453506.45,23.8
3273967,2005_EQ95,2005 EQ95,JPL 15,0,1.59,2461000.5,0.5356,1.689,0.785,2.43,178.26,2460603.34,23.4
3273968,2005_ER95,2005 ER95,JPL 11,0,12.3,2461000.5,0.1588,1.223,1.029,3.34,98.09,2460865.9,25.4
3273969,2005_ES95,2005 ES95,JPL 7,0,13.0,2453440.5,0.5351,2.014,0.936,7.59,346.29,2453480.25,25.8
3273970,2005_ET95,2005 ET95,JPL 11,0,115.0,2461000.5,0.4169,1.861,1.085,24.79,87.91,2460774.04,20.71
3273971,2005_EU95,2005 EU95,JPL 14,0,37.2,2461000.5,0.3559,1.179,0.76,24.38,356.92,2461004.5,20.83
3273972,2005_EV95,2005 EV95,JPL 8,0,35.3,2453440.5,0.463,1.632,0.876,33.89,333.52,2453496.51,22.13
3274163,2005_EE169,2005 EE169,JPL 11,0,5.47,2461000.5,0.5589,2.249,0.992,1.34,42.68,2460854.45,24.2
3274164,2005_EG169,2005 EG169,JPL 11,0,13.8,2461000.5,0.467,1.421,0.757,11.74,43.21,2460926.24,24.9
3274165,2005_EJ169,2005 EJ169,JPL 11,0,9.31,2453443.5,0.5704,2.016,0.866,8.63,14.5,2453401.37,22.9
3274166,2005_EL169,2005 EL169,JPL 17,0,81.3,2461000.5,0.1664,1.443,1.203,11.84,347.13,2461023.13,22.06
3274167,2005_EM169,2005 EM169,JPL 11,0,0.836,2453443.5,0.7353,2.852,0.755,10.93,9.18,2453398.63,24.8
3274302,2005_EW169,2005 EW169,JPL 40,1,18.4,2461000.5,0.5686,2.384,1.028,1.51,259.95,2461374.07,19.66
3274303,2005_EX169,2005 EX169,JPL 9,0,40.7,2453443.5,0.1105,1.234,1.098,14.91,5.81,2453435.41,23.97
3274304,2005_EY169,2005 EY169,JPL 32,0,26.8,2461000.5,0.2325,1.307,1.003,20.88,273.84,2461131.07,22.29
3274305,2005_EZ169,2005 EZ169,JPL 12,0,14.9,2461000.5,0.2155,1.317,1.033,2.75,252.1,2461165.96,25.3
3274489,2005_EZ223,2005 EZ223,JPL 21,0,8.46,2461000.5,0.5404,1.753,0.806,3.92,349.12,2461026.12,23.29
3274491,2005_ED224,2005 ED224,JPL 8,0,0.533,2453445.5,0.6599,1.911,0.65,31.9,19.85,2453392.31,24.28
54506156,2005_EY289,2005 EY289,JPL 1,0,85.1,2453441.5,0.4869,2.285,1.173,7.49,16.47,2453383.77,19.73
3274493,2005_FA,2005 FA,JPL 17,0,2.32,2461000.5,0.6236,2.174,0.818,4.04,149.01,2460515.77,25.2
3274691,2005_FC,2005 FC,JPL 10,0,8.84,2461000.5,0.2708,0.9178,0.669,12.83,71.93,2460936.33,24.5
3274690,2005_FE,2005 FE,JPL 21,0,69.3,2461000.5,0.4917,2.324,1.182,6.02,293.66,2461239.01,21.25
3274693,2005_FG,2005 FG,JPL 28,0,6.25,2461000.5,0.213,1.122,0.883,3.88,81.28,2460902.52,24.06
3274696,2005_FJ,2005 FJ,JPL 7,0,16.2,2453446.5,0.0649,1.09,1.019,10.04,38.89,2453401.61,24.6
3274695,2005_FK,2005 FK,JPL 11,0,19.1,2461000.5,0.4109,1.526,0.899,5.92,321.57,2461074.0,23.4
3274905,2005_FN,2005 FN,JPL 9,0,0.339,2461000.5,0.3301,0.9332,0.625,3.75,253.23,2461098.17,26.9
3274999,2005_FV2,2005 FV2,JPL 55,0,81.4,2461000.5,0.7234,2.168,0.6,19.35,189.84,2461551.46,18.67
3275203,2005_FE3,2005 FE3,JPL 23,1,12.6,2461000.5,0.5304,2.118,0.995,13.11,241.6,2461370.84,19.3
3275508,2005_GH,2005 GH,JPL 20,0,96.2,2461000.5,0.4772,2.18,1.14,20.28,171.11,2460441.76,20.67
3275506,2005_GJ,2005 GJ,JPL 21,0,18.5,2461000.5,0.4205,1.811,1.05,9.63,149.24,2460631.41,22.2
3275511,2005_GT,2005 GT,JPL 8,0,13.5,2453462.5,0.3595,1.584,1.015,7.45,346.71,2453489.39,26.9
3275512,2005_GU,2005 GU,JPL 28,1,5.1,2461000.5,0.6148,1.552,0.598,25.04,206.67,2461301.18,20.03
3275513,2005_GL1,2005 GL1,JPL 11,0,62.7,2461000.5,0.5303,2.482,1.166,3.29,74.68,2460704.21,22.7
3275514,2005_GJ8,2005 GJ8,JPL 23,1,11.1,2461000.5,0.5513,1.766,0.792,3.39,310.56,2461118.23,20.54
3275673,2005_GY8,2005 GY8,JPL 16,1,1.32,2461000.5,0.6743,2.046,0.666,2.83,348.59,2461034.37,21.9
3275973,2005_GM22,2005 GM22,JPL 15,0,37.6,2461000.5,0.4539,1.967,1.074,20.93,182.87,2461496.1,22.6
3275974,2005_GN22,2005 GN22,JPL 8,0,7.7,2461000.5,0.2064,1.286,1.021,2.2,50.85,2460925.23,26.5
3275976,2005_GP33,2005 GP33,JPL 11,0,19.8,2453470.5,0.5842,2.423,1.008,7.38,7.74,2453440.89,24.3
3275977,2005_GQ33,2005 GQ33,JPL 8,0,7.56,2453467.5,0.7291,2.33,0.631,1.55,14.03,2453416.88,23.78
3275978,2005_GR33,2005 GR33,JPL 30,0,4.22,2461000.5,0.3844,0.7784,0.479,27.99,229.45,2461091.47,22.14
3276097,2005_GB34,2005 GB34,JPL 11,0,2.23,2461000.5,0.2949,1.414,0.997,20.28,107.58,2460817.06,25.4
3276216,2005_GO59,2005 GO59,JPL 18,0,32.3,2461000.5,0.7307,1.798,0.484,5.33,229.02,2461320.92,20.61
3276397,2005_GD60,2005 GD60,JPL 23,1,12.6,2461000.5,0.3743,1.33,0.832,9.9,105.53,2460836.24,21.7
3276439,2005_GF81,2005 GF81,JPL 10,0,39.5,2461000.5,0.5555,2.42,1.076,4.51,152.6,2460417.54,20.03
3276440,2005_GG81,2005 GG81,JPL 7,0,20.6,2453471.5,0.5001,2.113,1.056,3.64,358.76,2453475.36,25.5
3276441,2005_GH81,2005 GH81,JPL 13,1,16.3,2461000.5,0.5446,1.946,0.886,11.72,229.34,2461360.48,21.71
3276443,2005_GX110,2005 GX110,JPL 10,0,44.6,2453471.5,0.3139,1.59,1.091,21.41,13.77,2453443.5,24.24
3276444,2005_GZ110,2005 GZ110,JPL 20,0,23.6,2461000.5,0.4328,1.663,0.943,10.92,198.09,2461352.88,22.74
3276446,2005_GX119,2005 GX119,JPL 8,0,5.41,2453471.5,0.4205,1.737,1.006,1.0,12.77,2453441.84,25.7
3276600,2005_GA120,2005 GA120,JPL 7,0,1.71,2453472.5,0.3865,1.287,0.79,12.27,40.77,2453412.12,24.9
3276686,2005_GZ128,2005 GZ128,JPL 9,0,6.45,2461000.5,0.1358,0.951,0.822,18.65,194.87,2461155.88,26.47
3276917,2005_GK141,2005 GK141,JPL 10,0,4.95,2453476.5,0.6633,2.784,0.938,14.1,352.78,2453510.52,22.46
3276997,2005_GM162,2005 GM162,JPL 11,0,49.0,2461000.5,0.4936,2.247,1.138,1.97,22.81,2460922.57,22.4
3276999,2005_HB,2005 HB,JPL 23,0,43.3,2461000.5,0.6061,2.7,1.064,10.01,224.91,2461608.69,21.07
3277069,2005_HF,2005 HF,JPL 14,0,5.88,2461000.5,0.5534,2.188,0.977,3.8,142.56,2460532.46,23.4
3277463,2005_HB4,2005 HB4,JPL 19,0,14.0,2461000.5,0.2282,1.355,1.046,2.53,1.48,2460998.13,24.4
3277464,2005_HC4,2005 HC4,JPL 15,0,24.0,2453493.5,0.9614,1.824,0.07,8.41,341.48,2453539.8,20.7
3277568,2005_JS1,2005 JS1,JPL 20,0,113.0,2461000.5,0.4175,2.212,1.289,25.35,83.22,2460722.66,19.69
3277569,2005_JT1,2005 JT1,JPL 10,0,1.75,2461000.5,0.3023,1.419,0.99,1.56,36.61,2460937.71,25.7
3277570,2005_JU1,2005 JU1,JPL 26,1,12.8,2461000.5,0.6873,2.334,0.73,6.07,253.07,2461387.43,21.7
3277571,2005_JV1,2005 JV1,JPL 9,0,5.77,2461000.5,0.4656,1.913,1.022,3.44,278.56,2461219.15,25.7
3277639,2005_JN3,2005 JN3,JPL 8,0,43.2,2453496.5,0.5137,2.188,1.064,9.28,345.27,2453544.88,20.9
3277640,2005_JO3,2005 JO3,JPL 25,0,24.4,2461000.5,0.331,1.367,0.915,29.11,230.91,2461209.95,20.13
3277704,2005_JR5,2005 JR5,JPL 21,0,20.4,2461000.5,0.1538,1.158,0.98,31.04,120.91,2460847.71,22.1
3277815,2005_JB22,2005 JB22,JPL 9,0,11.3,2453499.5,0.3619,1.063,0.678,15.88,70.95,2453420.59,24.9
3277897,2005_JA45,2005 JA45,JPL 7,0,11.5,2453500.5,0.6254,2.764,1.035,22.41,358.3,2453508.41,24.6
3277999,2005_JB46,2005 JB46,JPL 7,0,12.8,2453500.5,0.2191,1.335,1.042,14.07,1.14,2453498.71,24.4
3278000,2005_JD46,2005 JD46,JPL 28,0,66.1,2461000.5,0.7856,2.644,0.567,18.24,295.38,2461282.34,18.22
3278002,2005_JF46,2005 JF46,JPL 24,0,87.9,2461000.5,0.5436,2.686,1.226,36.01,218.85,2461630.92,19.11
3278080,2005_JQ81,2005 JQ81,JPL 27,0,65.5,2461000.5,0.7976,2.616,0.53,16.3,281.59,2461337.14,20.11
3278078,2005_JU81,2005 JU81,JPL 21,1,11.5,2461000.5,0.2774,1.116,0.807,17.29,214.53,2461174.57,21.79
3278181,2005_JJ91,2005 JJ91,JPL 12,0,54.6,2461000.5,0.5981,2.79,1.121,24.39,140.25,2460337.23,21.5
3278182,2005_JZ93,2005 JZ93,JPL 10,0,1.7,2461000.5,0.241,1.32,1.002,17.64,177.44,2460727.42,24.7
3278321,2005_JF108,2005 JF108,JPL 11,0,97.6,2461000.5,0.7852,2.021,0.434,17.82,85.46,2460751.37,19.04
3278402,2005_KA,2005 KA,JPL 16,0,3.87,2461000.5,0.2128,0.8415,0.662,2.97,50.46,2460960.98,24.7
3278744,2005_KR,2005 KR,JPL 14,0,53.9,2461000.5,0.3063,1.139,0.79,21.66,189.02,2461211.44,21.73
3278966,2005_KD7,2005 KD7,JPL 17,0,87.9,2453516.5,0.5557,1.167,0.519,40.09,290.86,2453604.98,20.6
3279191,2005_KP9,2005 KP9,JPL 18,0,59.9,2461000.5,0.3605,1.671,1.069,15.88,190.01,2461373.21,21.17
3279221,2005_KJ10,2005 KJ10,JPL 19,1,11.5,2461000.5,0.5796,1.883,0.792,8.17,313.69,2461121.92,21.71
3279270,2005_LC,2005 LC,JPL 9,0,5.53,2461000.5,0.1026,1.134,1.018,2.8,11.87,2460985.95,26.8
3279271,2005_LD,2005 LD,JPL 18,0,3.78,2461000.5,0.3744,1.546,0.968,9.29,207.0,2461299.04,23.0
3279375,2005_LM3,2005 LM3,JPL 8,0,2.29,2461000.5,0.5047,2.063,1.022,9.63,324.64,2461106.76,26.5
3279376,2005_LO3,2005 LO3,JPL 18,0,66.6,2461000.5,0.4677,2.232,1.188,9.34,45.59,2460846.25,23.53
3279436,2005_LU3,2005 LU3,JPL 9,0,4.54,2461000.5,0.309,1.058,0.731,5.58,359.13,2461001.46,26.2
3279435,2005_LV3,2005 LV3,JPL 28,0,88.5,2461000.5,0.4376,2.21,1.243,7.29,82.23,2460726.48,19.5
3279609,2005_LW19,2005 LW19,JPL 34,0,58.8,2461000.5,0.4556,2.148,1.169,9.57,180.43,2461573.96,19.69
3279676,2005_LV30,2005 LV30,JPL 13,0,76.6,2453538.5,0.7228,2.313,0.641,16.05,16.98,2453477.9,19.11
3279740,2005_LX36,2005 LX36,JPL 18,1,9.34,2461000.5,0.5754,1.03,0.437,32.97,263.28,2461103.08,20.9
3283184,2005_LA37,2005 LA37,JPL 9,0,124.0,2461000.5,0.239,1.679,1.278,36.63,167.45,2460630.79,20.51
3279827,2005_LQ40,2005 LQ40,JPL 10,0,34.9,2453539.5,0.4684,1.795,0.954,10.58,339.71,2453589.0,23.3
