mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014866161346435546,0.0035145921020762246,0.12300829887390137,0.02324736967019053,minkowski,38,1,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 38, 'knn__p': 1, 'knn__weights': 'distance'}",0.7978440139095876,0.793002625789511,0.7950397416790859,0.7862625313283208,0.7879563966735019,0.7920210618760014,0.004328159958510789,15
0.01698470115661621,0.004974623554838049,0.15436205863952637,0.009725476718939854,manhattan,48,1,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 48, 'knn__p': 1, 'knn__weights': 'distance'}",0.8056880278191755,0.8008264140231351,0.7970048257753175,0.7927688539530645,0.7924712349054455,0.7977518712952275,0.005014161004206721,3
0.01715426445007324,0.004086802874357638,0.10686159133911133,0.019797636614405045,euclidean,48,1,uniform,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 48, 'knn__p': 1, 'knn__weights': 'uniform'}",0.8029465616350862,0.7934319778582074,0.7977560144773259,0.791951825586694,0.7915933299156983,0.7955359418946024,0.0043049448498642786,6
0.015864849090576172,0.005001145493831163,0.07207231521606446,0.007574119696860237,euclidean,28,2,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 28, 'knn__p': 2, 'knn__weights': 'distance'}",0.7843818749556454,0.7775260804769002,0.7857983819459229,0.7688236927546138,0.7685157496012758,0.7770091559468717,0.007362261191206039,27
0.014175987243652344,0.0025230195673177566,0.09338889122009278,0.016314049034117224,euclidean,38,2,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 38, 'knn__p': 2, 'knn__weights': 'distance'}",0.7992697466467958,0.785638350720318,0.7962841530054645,0.7854042065390748,0.7857128616997037,0.7904618637222713,0.006047760712568261,19
0.014877605438232421,0.0027935211610340916,0.09281129837036133,0.008788683749335549,euclidean,33,2,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 33, 'knn__p': 2, 'knn__weights': 'distance'}",0.7960818962458308,0.7801713859910581,0.7933837201050317,0.782414131920711,0.7800687799043063,0.7864239828333875,0.006888769269716732,22
0.016668987274169923,0.0037163037448706103,0.048176240921020505,0.008188946250346319,minkowski,4,1,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 4, 'knn__p': 1, 'knn__weights': 'uniform'}",0.643699879355617,0.6264232488822652,0.6246781633666879,0.6197820545682389,0.6135466507177033,0.6256259993781024,0.01008227645245102,50
0.016090583801269532,0.0030824577894570772,0.03631062507629394,0.009775744841094716,euclidean,6,1,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 6, 'knn__p': 1, 'knn__weights': 'distance'}",0.6973933716556666,0.684480164644099,0.646760343481655,0.6611233339029392,0.6485517771701983,0.6676617981709116,0.020058111269330037,46
0.0139068603515625,0.0025753805429769325,0.1064873218536377,0.016776988937083105,minkowski,27,1,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 27, 'knn__p': 1, 'knn__weights': 'distance'}",0.7841863600879995,0.7800496770988574,0.7846891632957207,0.7671116712235133,0.7685356858054226,0.7769145115023026,0.007608608982858446,28
0.015785837173461915,0.004445975444774866,0.1276078701019287,0.011381054778631208,euclidean,47,2,uniform,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 47, 'knn__p': 2, 'knn__weights': 'uniform'}",0.802756014477326,0.7920580512383791,0.7960939606841245,0.792508259284575,0.7897474510138984,0.7946327473396606,0.004541612998232571,10
